url,idvscore,reviewer,dateP
https://www.metacritic.com/movie/a-screaming-man,80, 'David Fear'," 'Apr 12, 2011'"
https://www.metacritic.com/movie/a-screaming-man,70, None," 'Apr 12, 2011'"
https://www.metacritic.com/movie/a-screaming-man,60, None," 'Apr 16, 2011'"
https://www.metacritic.com/movie/a-screaming-man,60, 'Joe Neumaier'," 'Apr 15, 2011'"
https://www.metacritic.com/movie/a-screaming-man,50, 'Nick Pinkerton'," 'Apr 12, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,91, 'Eric Kohn'," 'Feb 10, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,90, 'Jeannette Catsoulis'," 'Feb 10, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,75, 'Peter Hartlaub'," 'Feb 9, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,70, 'Sara Maria Vizcarrondo'," 'Feb 9, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,70, None," 'Feb 9, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,60, 'David Fear'," 'Feb 9, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,60, 'Rob Nelson'," 'Feb 9, 2011'"
https://www.metacritic.com/movie/lovers-of-hate,50, 'James Greenberg'," 'Feb 9, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,91, 'Lisa Schwarzbaum'," 'Jan 20, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,83, 'Peter Rainer'," 'Jan 7, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,80, 'Kenneth Turan'," 'Mar 4, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,80, None," 'Jan 4, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,80, None," 'Jan 4, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,70, 'Stephen Holden'," 'Jan 5, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,70, 'Melissa Anderson'," 'Jan 4, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,60, 'Elizabeth Weitzman'," 'Jan 7, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,60, None," 'Jan 4, 2011'"
https://www.metacritic.com/movie/phil-ochs-there-but-for-fortune,50, None," 'Mar 17, 2011'"
https://www.metacritic.com/movie/viva-riva!,88, 'Roger Ebert'," 'Aug 17, 2011'"
https://www.metacritic.com/movie/viva-riva!,83, 'Marc Mohan'," 'Jun 9, 2011'"
https://www.metacritic.com/movie/viva-riva!,80, 'Robert Abele'," 'Jun 9, 2011'"
https://www.metacritic.com/movie/viva-riva!,80, 'Eric Hynes'," 'Jun 7, 2011'"
https://www.metacritic.com/movie/viva-riva!,80, None," 'Jun 6, 2011'"
https://www.metacritic.com/movie/viva-riva!,75, 'Rick Groen'," 'Aug 4, 2011'"
https://www.metacritic.com/movie/viva-riva!,75, None," 'Jun 9, 2011'"
https://www.metacritic.com/movie/viva-riva!,70, 'Andrea Gronvall'," 'Aug 18, 2011'"
https://www.metacritic.com/movie/viva-riva!,70, 'Jeannette Catsoulis'," 'Jun 9, 2011'"
https://www.metacritic.com/movie/viva-riva!,63, 'Ty Burr'," 'Jul 7, 2011'"
https://www.metacritic.com/movie/viva-riva!,60, None," 'Jun 20, 2011'"
https://www.metacritic.com/movie/viva-riva!,60, 'Tim Cogshell'," 'Jun 15, 2011'"
https://www.metacritic.com/movie/viva-riva!,50, 'Walter Addiego'," 'Jun 23, 2011'"
https://www.metacritic.com/movie/viva-riva!,50, 'Melissa Anderson'," 'Jun 7, 2011'"
https://www.metacritic.com/movie/viva-riva!,40, 'Joe Neumaier'," 'Jun 10, 2011'"
https://www.metacritic.com/movie/viva-riva!,38, None," 'Jun 9, 2011'"
https://www.metacritic.com/movie/puss-in-boots,88, 'Roger Moore'," 'Oct 26, 2011'"
https://www.metacritic.com/movie/puss-in-boots,80, 'Elizabeth Weitzman'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,80, 'Kenneth Turan'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,80, 'Todd McCarthy'," 'Oct 24, 2011'"
https://www.metacritic.com/movie/puss-in-boots,80, 'Pete Hammond'," 'Oct 22, 2011'"
https://www.metacritic.com/movie/puss-in-boots,75, 'Jennie Punter'," 'Oct 28, 2011'"
https://www.metacritic.com/movie/puss-in-boots,75," ""Michael O'Sullivan"""," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,75, 'Claudia Puig'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,75, 'Joe Williams'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,75, 'Stan Hall'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,75, 'Ty Burr'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,75, None," 'Oct 26, 2011'"
https://www.metacritic.com/movie/puss-in-boots,70, 'Stephen Holden'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,70, 'Bill Goodykoontz'," 'Oct 26, 2011'"
https://www.metacritic.com/movie/puss-in-boots,70, None," 'Oct 24, 2011'"
https://www.metacritic.com/movie/puss-in-boots,67, 'Marjorie Baumgarten'," 'Oct 26, 2011'"
https://www.metacritic.com/movie/puss-in-boots,60, 'Olly Richards'," 'Dec 5, 2011'"
https://www.metacritic.com/movie/puss-in-boots,60, 'Joe Morgenstern'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,58, 'Tasha Robinson'," 'Oct 26, 2011'"
https://www.metacritic.com/movie/puss-in-boots,50, 'Amy Biancolli'," 'Oct 27, 2011'"
https://www.metacritic.com/movie/puss-in-boots,50, 'Owen Gleiberman'," 'Oct 26, 2011'"
https://www.metacritic.com/movie/puss-in-boots,50, None," 'Oct 24, 2011'"
https://www.metacritic.com/movie/puss-in-boots,40, 'David Fear'," 'Oct 25, 2011'"
https://www.metacritic.com/movie/puss-in-boots,38, 'Lou Lumenick'," 'Oct 28, 2011'"
https://www.metacritic.com/movie/willard,100, None, None
https://www.metacritic.com/movie/willard,90, None, None
https://www.metacritic.com/movie/willard,89, 'Marc Savlov', None
https://www.metacritic.com/movie/willard,83, 'Kim Morgan', None
https://www.metacritic.com/movie/willard,80, 'Michael Atkinson', None
https://www.metacritic.com/movie/willard,80, 'Chuck Wilson', None
https://www.metacritic.com/movie/willard,80, 'Keith Phipps', None
https://www.metacritic.com/movie/willard,80, 'Desson Thomson', None
https://www.metacritic.com/movie/willard,75, 'Wesley Morris', None
https://www.metacritic.com/movie/willard,75, 'Jonathan Curiel', None
https://www.metacritic.com/movie/willard,75, 'Sean Axmaker', None
https://www.metacritic.com/movie/willard,75, None, None
https://www.metacritic.com/movie/willard,75, 'Owen Gleiberman', None
https://www.metacritic.com/movie/willard,75, 'Lou Lumenick', None
https://www.metacritic.com/movie/willard,75, 'Peter Travers', None
https://www.metacritic.com/movie/willard,70, 'Kevin Thomas', None
https://www.metacritic.com/movie/willard,70, 'Bill Gallo', None
https://www.metacritic.com/movie/willard,63, 'Chris Kaltenbach', None
https://www.metacritic.com/movie/willard,63, 'Roger Ebert', None
https://www.metacritic.com/movie/willard,63, 'Jack Mathews', None
https://www.metacritic.com/movie/willard,63, 'Lawrence Toppman', None
https://www.metacritic.com/movie/willard,63, 'Rene Rodriguez', None
https://www.metacritic.com/movie/willard,50, 'J.R. Jones', None
https://www.metacritic.com/movie/willard,50, 'Mike Clark', None
https://www.metacritic.com/movie/willard,50, 'Ray Conlogue', None
https://www.metacritic.com/movie/willard,50, 'James Berardinelli', None
https://www.metacritic.com/movie/willard,40, 'Maitland McDonagh', None
https://www.metacritic.com/movie/willard,40," ""Andrew O'Hehir""", None
https://www.metacritic.com/movie/willard,30, 'Scott Foundas', None
https://www.metacritic.com/movie/willard,20, 'Joe Morgenstern', None
https://www.metacritic.com/movie/willard,20, 'Stephen Holden', None
https://www.metacritic.com/movie/my-life-without-me,100, 'Edward Guthmann', None
https://www.metacritic.com/movie/my-life-without-me,80, 'Gregory Weinkauf', None
https://www.metacritic.com/movie/my-life-without-me,78, 'Marc Savlov', None
https://www.metacritic.com/movie/my-life-without-me,75, 'Megan Lehmann', None
https://www.metacritic.com/movie/my-life-without-me,75, 'Liam Lacey', None
https://www.metacritic.com/movie/my-life-without-me,75, 'Steven Rea', None
https://www.metacritic.com/movie/my-life-without-me,70, 'Kirk Honeycutt', None
https://www.metacritic.com/movie/my-life-without-me,70, 'Ella Taylor', None
https://www.metacritic.com/movie/my-life-without-me,70, 'David Stratton', None
https://www.metacritic.com/movie/my-life-without-me,70, 'Kevin Thomas', None
https://www.metacritic.com/movie/my-life-without-me,70, 'David Grove', None
https://www.metacritic.com/movie/my-life-without-me,70, None, None
https://www.metacritic.com/movie/my-life-without-me,70, 'Ronnie Scheib', None
https://www.metacritic.com/movie/my-life-without-me,67, 'Lisa Schwarzbaum', None
https://www.metacritic.com/movie/my-life-without-me,63, 'Kelly Borgeson', None
https://www.metacritic.com/movie/my-life-without-me,63, 'Ty Burr', None
https://www.metacritic.com/movie/my-life-without-me,63, 'Roger Ebert', None
https://www.metacritic.com/movie/my-life-without-me,63, 'Rene Rodriguez', None
https://www.metacritic.com/movie/my-life-without-me,60, 'Ken Fox', None
https://www.metacritic.com/movie/my-life-without-me,60, None, None
https://www.metacritic.com/movie/my-life-without-me,50, 'Scott Tobias', None
https://www.metacritic.com/movie/my-life-without-me,50, None, None
https://www.metacritic.com/movie/my-life-without-me,50, 'Dana Stevens', None
https://www.metacritic.com/movie/my-life-without-me,50, 'Jami Bernard', None
https://www.metacritic.com/movie/my-life-without-me,50, None, None
https://www.metacritic.com/movie/my-life-without-me,50, 'Desson Thomson', None
https://www.metacritic.com/movie/my-life-without-me,50, 'William Arnold', None
https://www.metacritic.com/movie/my-life-without-me,40, 'Peter Rainer', None
https://www.metacritic.com/movie/my-life-without-me,38, 'James Berardinelli', None
https://www.metacritic.com/movie/my-life-without-me,30, 'Charles Taylor', None
https://www.metacritic.com/movie/my-life-without-me,25, 'David Sterritt', None
https://www.metacritic.com/movie/the-human-stain,88, 'Michael Wilmington', None
https://www.metacritic.com/movie/the-human-stain,88, 'Roger Ebert', None
https://www.metacritic.com/movie/the-human-stain,80, 'Richard Corliss', None
https://www.metacritic.com/movie/the-human-stain,80, 'David Stratton', None
https://www.metacritic.com/movie/the-human-stain,80, 'Bill Gallo', None
https://www.metacritic.com/movie/the-human-stain,80, None, None
https://www.metacritic.com/movie/the-human-stain,75, 'Peter Travers', None
https://www.metacritic.com/movie/the-human-stain,75, 'Carrie Rickey', None
https://www.metacritic.com/movie/the-human-stain,75, 'William Arnold', None
https://www.metacritic.com/movie/the-human-stain,75, 'Jonathan Foreman', None
https://www.metacritic.com/movie/the-human-stain,75, 'Michael Sragow', None
https://www.metacritic.com/movie/the-human-stain,70, None, None
https://www.metacritic.com/movie/the-human-stain,70, 'Nathan Rabin', None
https://www.metacritic.com/movie/the-human-stain,70, 'Desson Thomson', None
https://www.metacritic.com/movie/the-human-stain,70, 'Dana Stevens', None
https://www.metacritic.com/movie/the-human-stain,70, 'Jonathan Rosenbaum', None
https://www.metacritic.com/movie/the-human-stain,67, 'Shawn Levy', None
https://www.metacritic.com/movie/the-human-stain,67, 'Kimberley Jones', None
https://www.metacritic.com/movie/the-human-stain,63, 'James Berardinelli', None
https://www.metacritic.com/movie/the-human-stain,60, 'David Ansen', None
https://www.metacritic.com/movie/the-human-stain,60, 'Charles Taylor', None
https://www.metacritic.com/movie/the-human-stain,60, 'Alan Morrison', None
https://www.metacritic.com/movie/the-human-stain,58, 'Lisa Schwarzbaum', None
https://www.metacritic.com/movie/the-human-stain,50, 'Anthony Lane', None
https://www.metacritic.com/movie/the-human-stain,50, 'Peter Rainer', None
https://www.metacritic.com/movie/the-human-stain,50, 'Scott Foundas', None
https://www.metacritic.com/movie/the-human-stain,50, 'Rene Rodriguez', None
https://www.metacritic.com/movie/the-human-stain,50, 'David Sterritt', None
https://www.metacritic.com/movie/the-human-stain,50, 'Jami Bernard', None
https://www.metacritic.com/movie/the-human-stain,50, 'Mick LaSalle', None
https://www.metacritic.com/movie/the-human-stain,50, 'Ty Burr', None
https://www.metacritic.com/movie/the-human-stain,50, 'David Edelstein', None
https://www.metacritic.com/movie/the-human-stain,50, 'Stanley Kauffmann', None
https://www.metacritic.com/movie/the-human-stain,40, 'J. Hoberman', None
https://www.metacritic.com/movie/the-human-stain,40, 'Manohla Dargis', None
https://www.metacritic.com/movie/the-human-stain,40, 'Joe Morgenstern', None
https://www.metacritic.com/movie/the-human-stain,40, 'Ken Fox', None
https://www.metacritic.com/movie/the-human-stain,38, 'Claudia Puig', None
https://www.metacritic.com/movie/the-human-stain,30, 'Stephen Hunter', None
https://www.metacritic.com/movie/september-11,88, 'Michael Wilmington', None
https://www.metacritic.com/movie/september-11,80, 'Stanley Kauffmann', None
https://www.metacritic.com/movie/september-11,75, 'David Sterritt', None
https://www.metacritic.com/movie/september-11,75, 'Jami Bernard', None
https://www.metacritic.com/movie/september-11,75, None, None
https://www.metacritic.com/movie/september-11,75, 'Roger Ebert', None
https://www.metacritic.com/movie/september-11,75, 'Liam Lacey', None
https://www.metacritic.com/movie/september-11,70, 'Ken Fox', None
https://www.metacritic.com/movie/september-11,70, 'Deborah Young', None
https://www.metacritic.com/movie/september-11,70, 'Peter Rainer', None
https://www.metacritic.com/movie/september-11,70, 'Scott Tobias', None
https://www.metacritic.com/movie/september-11,70, 'Jonathan Rosenbaum', None
https://www.metacritic.com/movie/september-11,67, 'Lisa Schwarzbaum', None
https://www.metacritic.com/movie/september-11,67, 'Marjorie Baumgarten', None
https://www.metacritic.com/movie/september-11,63, 'Ty Burr', None
https://www.metacritic.com/movie/september-11,60, 'Dave Kehr', None
https://www.metacritic.com/movie/september-11,60, 'Ella Taylor', None
https://www.metacritic.com/movie/september-11,60, 'Manohla Dargis', None
https://www.metacritic.com/movie/september-11,50, 'Stephen Hunter', None
https://www.metacritic.com/movie/september-11,50, 'Mick LaSalle', None
https://www.metacritic.com/movie/september-11,30, 'Dennis Lim', None
https://www.metacritic.com/movie/september-11,30, 'Desson Thomson', None
https://www.metacritic.com/movie/city-of-ghosts,91, 'Owen Gleiberman', None
https://www.metacritic.com/movie/city-of-ghosts,80, 'Gregory Weinkauf', None
https://www.metacritic.com/movie/city-of-ghosts,75, 'Sean Axmaker', None
https://www.metacritic.com/movie/city-of-ghosts,75, 'Roger Ebert', None
https://www.metacritic.com/movie/city-of-ghosts,75, 'Steven Rea', None
https://www.metacritic.com/movie/city-of-ghosts,75, 'Mick LaSalle', None
https://www.metacritic.com/movie/city-of-ghosts,70, 'Jonathan Rosenbaum', None
https://www.metacritic.com/movie/city-of-ghosts,70, 'Peter Rainer', None
https://www.metacritic.com/movie/city-of-ghosts,70, 'Lawrence Van Gelder', None
https://www.metacritic.com/movie/city-of-ghosts,70, 'Manohla Dargis', None
https://www.metacritic.com/movie/city-of-ghosts,67, 'Kim Morgan', None
https://www.metacritic.com/movie/city-of-ghosts,63, 'Michael Wilmington', None
https://www.metacritic.com/movie/city-of-ghosts,60, 'Joe Morgenstern', None
https://www.metacritic.com/movie/city-of-ghosts,60, 'Derek Elley', None
https://www.metacritic.com/movie/city-of-ghosts,60, 'Stephen Hunter', None
https://www.metacritic.com/movie/city-of-ghosts,60, 'Merle Bertrand', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'David Sterritt', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'Maitland McDonagh', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'Michael Atkinson', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'Rick Groen', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'Nathan Rabin', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'Jami Bernard', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'Lou Lumenick', None
https://www.metacritic.com/movie/city-of-ghosts,50, 'Ty Burr', None
https://www.metacritic.com/movie/city-of-ghosts,40, 'John Powers', None
https://www.metacritic.com/movie/city-of-ghosts,30, 'Desson Thomson', None
https://www.metacritic.com/movie/catching-out,75, 'David Sterritt', None
https://www.metacritic.com/movie/catching-out,75, 'V.A. Musetto', None
https://www.metacritic.com/movie/catching-out,70, 'Stephen Holden', None
https://www.metacritic.com/movie/catching-out,70, 'Ken Eisner', None
https://www.metacritic.com/movie/catching-out,70, 'Phil Hall', None
https://www.metacritic.com/movie/catching-out,60, 'Ken Fox', None
https://www.metacritic.com/movie/catching-out,50, 'Nathan Rabin', None
https://www.metacritic.com/movie/catching-out,40, 'Ed Park', None
https://www.metacritic.com/movie/catching-out,30, None, None
https://www.metacritic.com/movie/nancy,88, 'Glenn Kenny'," 'Jun 8, 2018'"
https://www.metacritic.com/movie/nancy,83, 'Dana Schwartz'," 'Jun 7, 2018'"
https://www.metacritic.com/movie/nancy,83, 'Katie Rife'," 'Jun 7, 2018'"
https://www.metacritic.com/movie/nancy,83, 'Dan Mecca', None
https://www.metacritic.com/movie/nancy,83, 'Kate Erbland', None
https://www.metacritic.com/movie/nancy,80, 'David Edelstein'," 'Jun 8, 2018'"
https://www.metacritic.com/movie/nancy,80, 'Bilge Ebiri'," 'Jun 7, 2018'"
https://www.metacritic.com/movie/nancy,78, None," 'Jun 27, 2018'"
https://www.metacritic.com/movie/nancy,75, 'Ty Burr'," 'Jun 13, 2018'"
https://www.metacritic.com/movie/nancy,70, 'Justin Chang'," 'Jun 7, 2018'"
https://www.metacritic.com/movie/nancy,70, 'Fionnuala Halligan', None
https://www.metacritic.com/movie/nancy,60, 'Peter Bradshaw'," 'Oct 11, 2018'"
https://www.metacritic.com/movie/nancy,60, 'Jeannette Catsoulis'," 'Jun 7, 2018'"
https://www.metacritic.com/movie/nancy,60, 'Jon Frosch', None
https://www.metacritic.com/movie/nancy,50, 'Ann Hornaday'," 'Jun 27, 2018'"
https://www.metacritic.com/movie/nancy,40, 'Amy Nicholson', None
https://www.metacritic.com/movie/nancy,25, 'Chuck Bowen'," 'Jun 2, 2018'"
https://www.metacritic.com/movie/spy-kids-3-d-game-over,100, 'K.J. Doughton', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,83, 'Sean Axmaker', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,80, 'Kevin Thomas', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,80, 'Scott Foundas', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,80, 'Keith Phipps', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,75, 'Claudia Puig', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,75, 'Steven Rea', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,75, 'Owen Gleiberman', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,75, 'Wesley Morris', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,70, 'Jonathan Rosenbaum', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,70, 'Sheri Linden', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,63, 'Rene Rodriguez', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,63, 'James Berardinelli', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,63, 'Jami Bernard', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,63, 'Mark Caro', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,60, 'Dave Kehr', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,60, 'Todd McCarthy', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,60, 'Desson Thomson', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,60, 'Ann Hornaday', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,50, 'Chris Kaltenbach', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,50, 'Liam Lacey', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,50, 'Richard Corliss', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,50, 'Robert Wilonsky', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,50, 'Mick LaSalle', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,50, 'Ed Park', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,50, 'David Sterritt', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,40, 'Maitland McDonagh', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,40, 'Kimberley Jones', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,38, 'Megan Lehmann', None
https://www.metacritic.com/movie/spy-kids-3-d-game-over,38, 'Roger Ebert', None
https://www.metacritic.com/movie/make-believe,75, 'Roger Ebert'," 'May 11, 2011'"
https://www.metacritic.com/movie/make-believe,70, 'Gary Goldstein'," 'May 28, 2011'"
https://www.metacritic.com/movie/make-believe,70, 'Joe Morgenstern'," 'May 27, 2011'"
https://www.metacritic.com/movie/make-believe,70, None," 'May 14, 2011'"
https://www.metacritic.com/movie/make-believe,70, 'Neil Genzlinger'," 'May 12, 2011'"
https://www.metacritic.com/movie/make-believe,60, 'Mark Keizer'," 'May 17, 2011'"
https://www.metacritic.com/movie/make-believe,50, 'Mick LaSalle'," 'Jul 21, 2011'"
https://www.metacritic.com/movie/make-believe,50, None," 'May 12, 2011'"
https://www.metacritic.com/movie/make-believe,50, None," 'May 10, 2011'"
https://www.metacritic.com/movie/make-believe,40, 'Eric Hynes'," 'May 10, 2011'"
https://www.metacritic.com/movie/trust-1969,100, 'Roger Ebert'," 'Mar 31, 2011'"
https://www.metacritic.com/movie/trust-1969,88, None," 'Mar 29, 2011'"
https://www.metacritic.com/movie/trust-1969,85, 'Michelle Orange'," 'Apr 3, 2011'"
https://www.metacritic.com/movie/trust-1969,83, 'Shawn Levy'," 'May 6, 2011'"
https://www.metacritic.com/movie/trust-1969,80, 'Pete Hammond'," 'Mar 30, 2011'"
https://www.metacritic.com/movie/trust-1969,75, 'Mick LaSalle'," 'Apr 21, 2011'"
https://www.metacritic.com/movie/trust-1969,75, 'Peter Rainer'," 'Apr 3, 2011'"
https://www.metacritic.com/movie/trust-1969,70, 'J.R. Jones'," 'Apr 7, 2011'"
https://www.metacritic.com/movie/trust-1969,70, 'Mary Pols'," 'Apr 3, 2011'"
https://www.metacritic.com/movie/trust-1969,70, 'Jeannette Catsoulis'," 'Mar 31, 2011'"
https://www.metacritic.com/movie/trust-1969,67, 'Lisa Schwarzbaum'," 'Apr 7, 2011'"
https://www.metacritic.com/movie/trust-1969,63, 'Michael Phillips'," 'Mar 31, 2011'"
https://www.metacritic.com/movie/trust-1969,60, 'Nick Pinkerton'," 'Mar 29, 2011'"
https://www.metacritic.com/movie/trust-1969,50, 'Gary Goldstein'," 'Mar 31, 2011'"
https://www.metacritic.com/movie/trust-1969,50, 'Nathan Rabin'," 'Mar 31, 2011'"
https://www.metacritic.com/movie/trust-1969,25, 'Kyle Smith'," 'Apr 1, 2011'"
https://www.metacritic.com/movie/trust-1969,20, 'Joe Neumaier'," 'Apr 1, 2011'"
https://www.metacritic.com/movie/trust-1969,20, 'Eric Hynes'," 'Mar 29, 2011'"
https://www.metacritic.com/movie/norman,75, 'Roger Ebert'," 'Oct 19, 2011'"
https://www.metacritic.com/movie/norman,70, 'Betsy Sharkey'," 'Oct 21, 2011'"
https://www.metacritic.com/movie/norman,70, None," 'Oct 20, 2011'"
https://www.metacritic.com/movie/norman,70, None," 'Oct 3, 2011'"
https://www.metacritic.com/movie/norman,70, 'Dennis Harvey'," 'Oct 3, 2011'"
https://www.metacritic.com/movie/norman,63, None," 'Oct 27, 2011'"
https://www.metacritic.com/movie/norman,63, 'Lou Lumenick'," 'Oct 21, 2011'"
https://www.metacritic.com/movie/norman,58, 'Sam Adams'," 'Oct 19, 2011'"
https://www.metacritic.com/movie/norman,50, None," 'Oct 18, 2011'"
https://www.metacritic.com/movie/norman,40, None," 'Oct 20, 2011'"
https://www.metacritic.com/movie/norman,38, 'Bill Weber'," 'Oct 19, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,100, 'Kevin Thomas'," 'Jun 16, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,90, 'Fred Camper'," 'Aug 4, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,83, 'Keith Phipps'," 'Jun 9, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,80, None," 'Apr 26, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,70, 'Bill Goodykoontz'," 'Jun 23, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,70, 'Stephen Holden'," 'Jun 9, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,63, 'Chuck Bowen'," 'Jun 8, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,60, 'Michelle Orange'," 'Jun 11, 2011'"
